-5000.672302,5999.323790,-5001.809106,-4999.790357
-5000.782653,5998.436066,-5001.794059,-4999.782833
-5000.810241,5998.977728,-5002.192798,-5000.013580
-5001.103674,5999.035405,-5002.012237,-4999.965925
-5001.053515,5998.300651,-5001.987159,-4999.805406
-5000.840336,5998.862374,-5001.904402,-4999.853060
-5000.604586,5998.644205,-5001.906910,-5000.083807
-5000.727477,5998.626651,-5001.653623,-4999.772800
-5001.010879,5998.711913,-5001.856754,-4999.948369
-5000.762589,5998.839805,-5002.067409,-5000.083807
-5000.699890,5998.706897,-5001.768981,-4999.737687
-5000.576999,5998.609097,-5002.037315,-4999.865601
-5000.880464,5998.561451,-5001.952050,-4999.669968
-5001.043483,5999.015344,-5001.894371,-4999.865601
-5000.612110,5998.581513,-5002.032299,-4999.840520
-5000.727477,5998.977728,-5001.498139,-4999.913255
-5000.900528,5999.321282,-5001.698763,-4999.903222
-5000.980783,5998.699374,-5001.939511,-4999.647394
-5000.745033,5998.799682,-5001.771489,-4999.873125
-5000.742525,5999.118159,-5001.984651,-4999.775308
-5000.679826,5998.814728,-5001.879324,-4999.827979
-5000.880464,5998.807205,-5002.017253,-4999.567135
-5000.699890,5998.696867,-5001.841707,-4999.928304
-5000.807733,5998.689344,-5001.816629,-4999.634854
-5001.020911,5998.807205,-5002.009729,-4999.797882
-5000.948180,5998.962682,-5001.768981,-4999.848044
-5000.867924,5998.862374,-5002.027284,-4999.915763
-5000.938148,5998.757051,-5002.022268,-4999.935828
-5000.882972,5998.558943,-5001.954558,-5000.003547
-5000.684842,5998.925067,-5001.894371,-4999.955893
-5000.792685,5999.050451,-5001.846723,-4999.812930
-5000.903036,5998.651728,-5001.836692,-5000.026120
-5001.010879,5999.090575,-5001.954558,-4999.752735
-5000.928116,5998.370866,-5001.939511,-4999.920779
-5000.850368,5998.849836,-5001.886847,-4999.685016
-5000.765097,5999.078036,-5002.047346,-4999.662443
-5000.905544,5998.501266,-5001.924464,-4999.747719
-5000.867924,5998.644205,-5002.125088,-4999.855568
-5000.724969,5998.947636,-5001.944527,-4999.767784
-5000.887988,5998.586528,-5002.097502,-5000.013580
-5000.669794,5998.822251,-5001.746411,-4999.579675
-5000.910560,5998.676805,-5001.703778,-4999.905731
-5000.807733,5998.674297,-5002.072424,-4999.945860
-5000.820273,5998.556436,-5002.019760,-4999.863093
-5000.745033,5998.671790,-5001.914433,-4999.830487
-5000.862908,5998.599067,-5002.047346,-4999.895698
-5000.702398,5998.709405,-5001.736380,-4999.770292
-5000.872940,5998.874913,-5001.916941,-4999.865601
-5000.840336,5999.015344,-5001.789043,-4999.677492
-5000.714937,5998.847328,-5001.856754,-4999.885666
-5000.867924,5998.639190,-5001.824153,-4999.860584
-5000.825289,5999.256082,-5001.738888,-4999.559610
-5000.667286,5998.902497,-5001.916941,-4999.855568
-5000.800209,5998.857359,-5002.047346,-4999.953385
-5000.930624,5999.336329,-5001.638576,-4999.848044
-5000.729985,5998.676805,-5001.864277,-4999.835503
-5000.790177,5998.533866,-5001.926972,-4999.890682
-5000.724969,5998.782128,-5001.884340,-4999.843028
-5000.795193,5998.957667,-5001.879324,-5000.006055
-5000.807733,5998.719436,-5001.869293,-5000.051201
-5000.684842,5998.644205,-5001.856754,-4999.674984
-5000.802717,5998.797174,-5002.082455,-4999.654919
-5000.835321,5998.731974,-5001.997190,-4999.815438
-5000.765097,5998.799682,-5002.049854,-4999.832995
-5000.993323,5998.794667,-5001.942019,-4999.913255
